Incidence and mortality trends by age
"10 registries, Both sexes, 6 cancers, All ages, by 30 year age groups"
"Indicator","Registry","Sex","Cancer","Age group",1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,
"Mortality","DE Bremen","Male","Lung","60+","","","","","","","",390.1,382.6,365.6,361.8,357.8,372.5,327.9,335.3,322.7,352.4,346.9,312.7,334.5,"",
"Mortality","DE Bremen","Male","Lung","30-59","","","","","","","",25.8,19.9,23.5,25.7,21.0,19.6,16.1,21.9,22.0,22.8,18.6,12.2,10.7,"",
"Mortality","DE Bremen","Male","Lung","0-29","","","","","","","",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Male","Pancreas","60+","","","","","","","",48.8,81.7,87.2,67.7,63.9,64.8,61.6,72.9,78.7,90.7,74.2,62.0,55.1,"",
"Mortality","DE Bremen","Male","Pancreas","30-59","","","","","","","",2.0,3.4,4.8,7.6,2.8,2.8,1.4,4.9,5.0,3.6,2.9,1.4,2.9,"",
"Mortality","DE Bremen","Male","Pancreas","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Male","Stomach","60+","","","","","","","",79.8,90.3,88.6,51.1,50.3,35.1,53.5,46.4,51.1,45.3,42.2,54.4,38.8,"",
"Mortality","DE Bremen","Male","Stomach","30-59","","","","","","","",4.8,2.7,3.5,3.5,0.0,2.8,2.8,2.8,2.1,3.6,2.1,1.4,2.1,"",
"Mortality","DE Bremen","Male","Stomach","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Female","Leukaemia","60+","","","","","","","",21.9,26.7,22.6,26.5,28.4,17.7,20.7,38.5,19.7,26.6,16.7,22.5,27.3,"",
"Mortality","DE Bremen","Female","Leukaemia","30-59","","","","","","","",0.0,2.9,2.1,0.7,1.4,1.4,1.4,1.4,2.2,1.5,2.2,0.7,0.0,"",
"Mortality","DE Bremen","Female","Leukaemia","0-29","","","","","","","",0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,"",
"Mortality","DE Bremen","Female","Thyroid gland","60+","","","","","","","",5.0,4.0,5.9,3.9,2.0,3.9,3.0,3.0,4.0,2.0,3.9,3.9,1.9,"",
"Mortality","DE Bremen","Female","Thyroid gland","30-59","","","","","","","",0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,"",
"Mortality","DE Bremen","Female","Thyroid gland","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Female","Melanoma of the skin","60+","","","","","","","",0.0,2.0,1.0,0.0,2.0,6.9,8.9,9.9,10.8,15.8,5.9,9.8,13.6,"",
"Mortality","DE Bremen","Female","Melanoma of the skin","30-59","","","","","","","",0.0,0.0,0.7,0.0,0.7,0.7,0.0,1.4,1.5,1.5,0.7,0.0,0.7,"",
"Mortality","DE Bremen","Female","Melanoma of the skin","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Female","Lung","60+","","","","","","","",125.5,113.6,129.0,99.1,129.4,135.8,130.4,117.5,137.1,143.7,138.3,150.6,128.6,"",
"Mortality","DE Bremen","Female","Lung","30-59","","","","","","","",14.2,10.7,8.6,15.1,13.0,7.2,9.4,13.1,13.1,9.6,8.1,11.1,11.8,"",
"Mortality","DE Bremen","Female","Lung","0-29","","","","","","","",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Female","Pancreas","60+","","","","","","","",51.8,69.1,50.2,56.9,44.1,52.1,52.4,67.2,69.0,67.9,68.7,62.6,67.2,"",
"Mortality","DE Bremen","Female","Pancreas","30-59","","","","","","","",5.7,2.1,0.7,1.4,1.4,8.0,0.7,2.9,0.7,3.7,5.2,0.0,1.5,"",
"Mortality","DE Bremen","Female","Pancreas","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Bremen","Female","Stomach","60+","","","","","","","",59.8,38.5,56.1,37.3,33.3,40.3,36.5,35.5,23.7,35.4,34.3,33.2,25.3,"",
"Mortality","DE Bremen","Female","Stomach","30-59","","","","","","","",3.5,2.1,5.7,2.9,4.3,2.2,1.4,7.3,2.2,0.7,2.2,3.0,0.0,"",
"Mortality","DE Bremen","Female","Stomach","0-29","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Male","Leukaemia","60+","","","","","","","","","",43.1,33.2,35.0,39.4,37.7,42.1,38.1,38.0,32.3,39.6,34.0,"",
"Mortality","DE Hamburg","Male","Leukaemia","30-59","","","","","","","","","",3.1,2.9,1.3,2.9,1.8,2.5,2.5,2.2,2.2,1.8,2.5,"",
"Mortality","DE Hamburg","Male","Leukaemia","0-29","","","","","","","","","",1.1,0.7,0.7,0.7,0.4,0.0,1.4,1.1,0.4,0.4,0.4,"",
"Mortality","DE Hamburg","Male","Thyroid gland","60+","","","","","","","","","",0.6,2.3,0.6,3.9,2.3,0.6,2.2,0.5,0.5,2.2,2.7,"",
"Mortality","DE Hamburg","Male","Thyroid gland","30-59","","","","","","","","","",0.5,0.5,0.3,0.3,0.3,0.0,0.0,0.5,0.7,1.0,0.0,"",
"Mortality","DE Hamburg","Male","Thyroid gland","0-29","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Male","Melanoma of the skin","60+","","","","","","","","","",9.9,14.3,6.8,7.9,9.0,9.4,8.8,10.3,18.8,11.9,8.1,"",
"Mortality","DE Hamburg","Male","Melanoma of the skin","30-59","","","","","","","","","",1.3,2.4,2.9,1.6,0.5,2.0,1.5,1.5,1.0,1.3,0.3,"",
"Mortality","DE Hamburg","Male","Melanoma of the skin","0-29","","","","","","","","","",0.4,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0,"",
"Mortality","DE Hamburg","Male","Lung","60+","","","","","","","","","",306.4,300.8,317.1,325.5,334.9,322.7,302.4,272.7,287.3,303.5,301.5,"",
"Mortality","DE Hamburg","Male","Lung","30-59","","","","","","","","","",33.2,33.4,31.4,29.5,31.0,26.6,27.7,27.3,25.0,28.1,23.0,"",
"Mortality","DE Hamburg","Male","Lung","0-29","","","","","","","","","",0.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Male","Pancreas","60+","","","","","","","","","",62.3,53.8,56.4,63.1,63.0,69.7,60.1,69.0,80.2,80.4,75.0,"",
"Mortality","DE Hamburg","Male","Pancreas","30-59","","","","","","","","","",6.2,7.0,4.5,3.9,4.5,4.9,4.2,6.9,5.4,3.8,4.3,"",
"Mortality","DE Hamburg","Male","Pancreas","0-29","","","","","","","","","",0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,"",
"Mortality","DE Hamburg","Male","Stomach","60+","","","","","","","","","",61.8,50.9,48.0,43.9,47.8,56.5,45.8,44.0,44.6,42.4,46.4,"",
"Mortality","DE Hamburg","Male","Stomach","30-59","","","","","","","","","",6.2,7.3,4.2,5.2,3.0,3.0,5.7,3.7,4.7,2.0,3.5,"",
"Mortality","DE Hamburg","Male","Stomach","0-29","","","","","","","","","",0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Female","Leukaemia","60+","","","","","","","","","",22.8,28.5,22.0,25.5,28.9,19.8,31.4,23.5,22.2,21.2,26.5,"",
"Mortality","DE Hamburg","Female","Leukaemia","30-59","","","","","","","","","",2.9,1.9,2.7,3.0,1.3,1.3,2.1,2.1,1.0,1.3,0.5,"",
"Mortality","DE Hamburg","Female","Leukaemia","0-29","","","","","","","","","",1.1,1.1,0.0,0.7,0.4,0.7,0.7,1.8,1.1,0.7,0.0,"",
"Mortality","DE Hamburg","Female","Thyroid gland","60+","","","","","","","","","",4.5,2.5,1.6,3.3,3.8,2.1,1.3,2.1,3.7,2.5,2.5,"",
"Mortality","DE Hamburg","Female","Thyroid gland","30-59","","","","","","","","","",0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.3,0.0,"",
"Mortality","DE Hamburg","Female","Thyroid gland","0-29","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Female","Melanoma of the skin","60+","","","","","","","","","",9.0,6.9,7.8,8.6,8.4,9.5,5.9,9.5,6.2,7.9,9.9,"",
"Mortality","DE Hamburg","Female","Melanoma of the skin","30-59","","","","","","","","","",2.7,1.3,1.1,1.9,0.8,1.8,1.3,0.8,1.6,1.3,0.8,"",
"Mortality","DE Hamburg","Female","Melanoma of the skin","0-29","","","","","","","","","",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,"",
"Mortality","DE Hamburg","Female","Lung","60+","","","","","","","","","",103.6,116.6,125.7,120.9,126.6,139.3,135.0,142.5,132.0,142.3,146.3,"",
"Mortality","DE Hamburg","Female","Lung","30-59","","","","","","","","","",21.4,19.6,17.8,18.3,24.8,22.2,15.2,19.8,19.9,15.7,19.1,"",
"Mortality","DE Hamburg","Female","Lung","0-29","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Female","Pancreas","60+","","","","","","","","","",59.5,52.2,53.1,60.0,64.5,61.2,67.1,65.2,57.1,64.3,65.5,"",
"Mortality","DE Hamburg","Female","Pancreas","30-59","","","","","","","","","",3.5,3.5,1.1,2.1,2.1,2.1,2.6,3.9,4.9,4.2,4.6,"",
"Mortality","DE Hamburg","Female","Pancreas","0-29","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Hamburg","Female","Stomach","60+","","","","","","","","","",38.3,39.5,33.1,28.4,33.1,39.7,27.2,28.1,31.7,30.3,26.9,"",
"Mortality","DE Hamburg","Female","Stomach","30-59","","","","","","","","","",2.7,3.5,4.0,2.7,2.1,3.1,2.6,2.6,3.1,2.1,3.9,"",
"Mortality","DE Hamburg","Female","Stomach","0-29","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Male","Leukaemia","60+","","","","","",32.4,34.9,38.7,39.4,37.7,28.6,40.3,34.1,40.8,38.1,36.6,35.2,36.9,34.6,43.0,"",
"Mortality","DE Rhineland-Palatinate","Male","Leukaemia","30-59","","","","","",3.1,3.8,3.7,2.5,2.7,2.5,3.1,2.9,3.7,2.7,4.0,2.4,2.6,2.3,2.8,"",
"Mortality","DE Rhineland-Palatinate","Male","Leukaemia","0-29","","","","","",1.3,2.2,1.2,1.9,0.9,0.9,0.8,1.4,0.6,0.6,1.1,1.4,0.5,1.3,1.1,"",
"Mortality","DE Rhineland-Palatinate","Male","Thyroid gland","60+","","","","","",2.4,4.1,2.5,2.7,2.8,4.4,2.3,3.2,2.3,0.9,2.0,1.6,2.6,2.5,5.1,"",
"Mortality","DE Rhineland-Palatinate","Male","Thyroid gland","30-59","","","","","",0.3,0.5,0.2,0.3,0.5,0.5,0.2,0.2,0.3,0.3,0.0,0.0,0.6,0.1,0.1,"",
"Mortality","DE Rhineland-Palatinate","Male","Thyroid gland","0-29","","","","","",0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Male","Melanoma of the skin","60+","","","","","",5.3,9.3,10.0,12.1,9.9,10.5,10.6,11.2,8.4,9.7,14.4,11.9,11.7,13.6,13.1,"",
"Mortality","DE Rhineland-Palatinate","Male","Melanoma of the skin","30-59","","","","","",1.4,1.9,2.0,1.8,2.0,2.0,1.4,2.8,1.7,1.7,2.7,2.8,2.3,1.7,2.2,"",
"Mortality","DE Rhineland-Palatinate","Male","Melanoma of the skin","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.3,0.0,0.3,0.0,"",
"Mortality","DE Rhineland-Palatinate","Male","Lung","60+","","","","","",326.4,330.8,309.9,319.8,302.1,286.0,283.7,286.9,286.0,287.5,300.4,286.1,271.9,276.5,278.4,"",
"Mortality","DE Rhineland-Palatinate","Male","Lung","30-59","","","","","",35.9,35.2,32.0,30.1,31.0,29.6,28.1,30.4,32.7,32.0,30.2,27.3,31.9,29.5,28.4,"",
"Mortality","DE Rhineland-Palatinate","Male","Lung","0-29","","","","","",0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,"",
"Mortality","DE Rhineland-Palatinate","Male","Pancreas","60+","","","","","",54.8,62.3,58.0,59.3,61.5,63.8,60.8,56.9,63.1,65.5,65.3,75.7,62.9,66.7,65.8,"",
"Mortality","DE Rhineland-Palatinate","Male","Pancreas","30-59","","","","","",8.0,6.0,7.1,4.5,5.4,5.1,6.0,6.7,6.4,7.5,5.5,5.9,6.4,6.7,6.2,"",
"Mortality","DE Rhineland-Palatinate","Male","Pancreas","0-29","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Male","Stomach","60+","","","","","",72.4,76.8,52.0,60.0,62.0,58.0,56.4,49.4,50.8,56.6,47.6,46.5,42.9,50.8,46.3,"",
"Mortality","DE Rhineland-Palatinate","Male","Stomach","30-59","","","","","",6.8,5.4,5.7,5.3,5.8,6.6,5.7,5.6,5.3,4.2,5.8,4.5,5.2,5.3,6.1,"",
"Mortality","DE Rhineland-Palatinate","Male","Stomach","0-29","","","","","",0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Leukaemia","60+","","","","","",23.3,25.5,24.0,22.9,23.6,25.9,27.1,26.1,29.3,23.6,24.1,30.6,24.8,26.9,30.3,"",
"Mortality","DE Rhineland-Palatinate","Female","Leukaemia","30-59","","","","","",2.6,2.5,2.6,2.6,2.2,1.5,1.5,1.6,1.7,2.3,1.7,0.9,2.0,1.9,2.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Leukaemia","0-29","","","","","",0.5,0.5,0.9,1.1,0.6,0.3,0.5,0.6,0.9,0.6,0.3,0.8,0.7,0.0,0.3,"",
"Mortality","DE Rhineland-Palatinate","Female","Thyroid gland","60+","","","","","",5.6,4.0,5.2,4.1,3.9,4.5,4.2,4.7,2.8,3.3,3.7,3.0,3.1,2.1,2.7,"",
"Mortality","DE Rhineland-Palatinate","Female","Thyroid gland","30-59","","","","","",0.6,0.3,0.2,0.5,0.2,0.3,0.1,0.0,0.0,0.2,0.2,0.5,0.3,0.2,0.1,"",
"Mortality","DE Rhineland-Palatinate","Female","Thyroid gland","0-29","","","","","",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Melanoma of the skin","60+","","","","","",3.9,4.0,8.1,6.9,8.1,7.2,7.3,7.3,8.1,6.0,8.1,7.3,8.8,6.7,9.2,"",
"Mortality","DE Rhineland-Palatinate","Female","Melanoma of the skin","30-59","","","","","",1.3,0.6,1.3,0.8,1.1,1.4,1.6,1.4,1.0,1.6,1.5,2.7,1.9,1.4,2.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Melanoma of the skin","0-29","","","","","",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.0,0.0,0.3,"",
"Mortality","DE Rhineland-Palatinate","Female","Lung","60+","","","","","",70.7,64.1,56.2,64.6,72.2,74.1,68.1,76.4,76.7,87.3,84.5,91.3,89.1,99.5,98.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Lung","30-59","","","","","",12.8,9.8,13.8,13.6,15.6,14.3,16.6,19.6,18.4,18.8,17.7,18.9,17.4,20.7,19.8,"",
"Mortality","DE Rhineland-Palatinate","Female","Lung","0-29","","","","","",0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.5,"",
"Mortality","DE Rhineland-Palatinate","Female","Pancreas","60+","","","","","",48.1,49.4,56.5,56.6,57.3,53.8,54.5,57.6,61.9,62.6,58.3,60.7,61.4,62.6,62.8,"",
"Mortality","DE Rhineland-Palatinate","Female","Pancreas","30-59","","","","","",3.6,2.7,3.1,3.0,3.8,2.8,3.7,4.3,4.9,6.0,3.7,4.3,4.7,3.5,4.6,"",
"Mortality","DE Rhineland-Palatinate","Female","Pancreas","0-29","","","","","",0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Stomach","60+","","","","","",50.4,49.4,38.1,39.0,38.4,44.0,34.4,35.7,29.6,30.6,31.6,30.8,30.5,31.4,29.8,"",
"Mortality","DE Rhineland-Palatinate","Female","Stomach","30-59","","","","","",4.4,3.5,4.4,3.0,2.7,4.2,3.5,2.9,3.4,4.0,3.1,3.7,3.0,3.1,3.0,"",
"Mortality","DE Rhineland-Palatinate","Female","Stomach","0-29","","","","","",0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Leukaemia","60+",41.1,34.0,33.1,32.1,28.2,39.7,33.0,41.8,43.4,31.6,39.0,31.2,36.2,40.5,46.5,46.9,46.9,45.2,49.2,44.9,"",
"Mortality","DE Saarland","Male","Leukaemia","30-59",4.6,3.8,6.6,2.1,3.3,3.7,2.5,5.0,1.7,3.0,4.7,3.0,2.2,3.0,3.0,2.6,3.6,3.2,5.9,4.2,"",
"Mortality","DE Saarland","Male","Leukaemia","0-29",1.5,1.1,0.5,1.1,1.7,4.0,1.8,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,2.6,0.7,0.0,"",
"Mortality","DE Saarland","Male","Thyroid gland","60+",3.3,2.1,5.2,2.0,1.0,2.8,2.8,0.9,2.6,0.8,5.1,1.7,2.5,4.2,1.7,5.0,4.1,4.0,1.6,3.1,"",
"Mortality","DE Saarland","Male","Thyroid gland","30-59",1.7,0.0,1.2,0.8,0.4,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.3,0.4,1.3,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Thyroid gland","0-29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Melanoma of the skin","60+",9.7,10.6,6.2,11.0,9.7,8.5,7.3,8.9,10.4,15.4,8.5,10.1,10.1,6.8,11.0,13.4,14.0,11.3,8.7,11.0,"",
"Mortality","DE Saarland","Male","Melanoma of the skin","30-59",3.4,1.7,2.9,2.1,1.2,1.7,0.4,1.3,2.5,1.3,2.6,2.1,1.7,3.5,2.6,3.1,1.8,1.8,5.0,1.4,"",
"Mortality","DE Saarland","Male","Melanoma of the skin","0-29",0.0,0.5,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Lung","60+",461.1,420.9,452.1,411.1,406.1,438.4,354.0,352.5,388.5,356.3,331.7,324.3,345.7,377.7,387.8,385.1,346.7,342.2,343.6,336.6,"",
"Mortality","DE Saarland","Male","Lung","30-59",48.3,43.7,47.3,41.0,40.1,39.5,36.8,40.4,32.2,39.2,35.4,40.8,41.9,43.8,40.1,43.1,40.2,36.6,47.0,48.5,"",
"Mortality","DE Saarland","Male","Lung","0-29",0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Pancreas","60+",62.8,60.6,57.9,46.1,48.6,54.8,44.0,54.3,59.0,60.7,50.9,56.4,57.2,52.4,63.4,69.5,75.8,67.8,70.6,52.8,"",
"Mortality","DE Saarland","Male","Pancreas","30-59",5.0,7.9,0.8,4.5,4.1,4.2,6.7,6.7,4.7,8.1,6.4,6.9,6.9,9.1,6.1,8.8,10.3,9.5,9.1,6.6,"",
"Mortality","DE Saarland","Male","Pancreas","0-29",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Male","Stomach","60+",81.2,92.5,74.5,95.3,79.7,78.4,69.7,62.3,52.0,48.7,61.9,46.3,69.8,57.5,54.9,47.7,56.0,50.0,62.7,43.4,"",
"Mortality","DE Saarland","Male","Stomach","30-59",6.3,5.0,7.0,4.5,6.6,5.0,7.1,5.9,4.7,7.7,3.0,6.5,6.9,8.2,8.3,7.9,4.9,3.2,3.6,5.7,"",
"Mortality","DE Saarland","Male","Stomach","0-29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,"",
"Mortality","DE Saarland","Female","Leukaemia","60+",13.7,23.2,29.1,24.0,21.6,25.2,26.2,25.2,18.6,24.7,21.6,31.0,36.1,28.3,28.5,30.3,20.7,28.0,30.8,29.2,"",
"Mortality","DE Saarland","Female","Leukaemia","30-59",2.6,5.2,2.6,3.0,3.8,3.0,0.9,2.6,3.5,1.8,5.3,0.9,3.5,1.8,2.2,3.1,2.7,1.8,3.2,2.3,"",
"Mortality","DE Saarland","Female","Leukaemia","0-29",0.6,1.7,1.7,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.6,0.0,0.0,1.3,0.7,0.0,0.7,0.7,0.0,"",
"Mortality","DE Saarland","Female","Thyroid gland","60+",4.1,7.5,10.1,4.0,5.9,5.8,4.5,3.1,3.1,6.2,4.3,5.0,4.4,1.3,1.3,5.7,5.0,4.4,2.5,3.1,"",
"Mortality","DE Saarland","Female","Thyroid gland","30-59",0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.9,0.4,0.4,0.4,0.4,0.0,0.0,0.0,1.3,0.9,0.9,0.5,0.0,"",
"Mortality","DE Saarland","Female","Thyroid gland","0-29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Female","Melanoma of the skin","60+",6.2,5.5,4.1,6.0,6.6,7.1,3.2,8.2,5.6,4.3,6.8,7.4,5.0,8.2,10.8,4.4,10.7,6.8,9.9,7.5,"",
"Mortality","DE Saarland","Female","Melanoma of the skin","30-59",2.2,0.9,0.9,0.4,1.3,2.1,2.6,1.7,0.0,0.9,2.2,1.8,1.3,3.1,2.2,2.7,0.9,1.4,2.3,1.4,"",
"Mortality","DE Saarland","Female","Melanoma of the skin","0-29",0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,0.7,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Female","Lung","60+",59.5,67.6,81.2,68.7,72.1,74.4,81.7,78.0,73.3,82.2,84.7,80.5,90.3,94.3,101.8,108.0,108.0,105.8,117.2,124.1,"",
"Mortality","DE Saarland","Female","Lung","30-59",11.3,12.5,11.6,14.1,13.7,12.0,18.9,15.6,20.5,17.1,19.3,24.3,21.2,20.8,24.4,24.1,25.8,23.3,33.7,29.4,"",
"Mortality","DE Saarland","Female","Lung","0-29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Female","Pancreas","60+",57.5,52.5,54.8,42.0,43.3,53.7,55.5,46.5,60.2,58.7,52.0,51.4,52.3,66.0,59.5,70.8,54.6,56.0,51.2,66.4,"",
"Mortality","DE Saarland","Female","Pancreas","30-59",3.0,3.5,4.3,1.7,3.8,3.4,4.7,3.0,4.4,2.2,3.1,3.1,3.5,6.2,4.0,3.1,4.1,7.8,3.7,3.3,"",
"Mortality","DE Saarland","Female","Pancreas","0-29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Saarland","Female","Stomach","60+",58.9,54.6,64.2,52.0,54.4,47.9,40.2,42.8,40.4,36.5,36.5,37.8,38.6,34.6,41.1,29.1,44.0,26.8,25.9,27.3,"",
"Mortality","DE Saarland","Female","Stomach","30-59",5.7,6.5,3.4,3.0,3.4,4.7,5.2,4.3,2.2,3.9,3.1,3.5,1.8,1.3,2.7,3.6,5.0,3.7,4.2,3.7,"",
"Mortality","DE Saarland","Female","Stomach","0-29",0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Lower Saxony","Male","Leukaemia","60+","","","","","","","","","","",37.7,33.4,37.6,38.8,36.4,35.9,34.1,38.1,37.2,36.7,"",
"Mortality","DE Lower Saxony","Male","Leukaemia","30-59","","","","","","","","","","",3.2,2.3,2.7,2.8,3.3,2.5,3.0,2.1,2.5,2.3,"",
"Mortality","DE Lower Saxony","Male","Leukaemia","0-29","","","","","","","","","","",1.2,0.8,0.8,0.8,0.7,0.4,0.6,0.6,0.4,1.0,"",
"Mortality","DE Lower Saxony","Male","Thyroid gland","60+","","","","","","","","","","",2.4,1.5,1.6,2.5,2.4,1.4,1.9,2.3,2.7,2.9,"",
"Mortality","DE Lower Saxony","Male","Thyroid gland","30-59","","","","","","","","","","",0.2,0.3,0.3,0.5,0.2,0.3,0.3,0.2,0.2,0.3,"",
"Mortality","DE Lower Saxony","Male","Thyroid gland","0-29","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",
"Mortality","DE Lower Saxony","Male","Melanoma of the skin","60+","","","","","","","","","","",10.0,10.4,11.5,9.9,10.8,10.3,12.7,13.2,14.2,15.1,"",
"Mortality","DE Lower Saxony","Male","Melanoma of the skin","30-59","","","","","","","","","","",1.9,2.2,1.4,2.0,2.3,2.4,2.8,2.4,2.4,1.8,"",
"Mortality","DE Lower Saxony","Male","Melanoma of the skin","0-29","","","","","","","","","","",0.1,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.2,"",
"Mortality","DE Lower Saxony","Male","Lung","60+","","","","","","","","","","",269.3,279.7,284.4,267.2,278.5,274.9,270.6,265.4,264.9,275.9,"",
